,#,Tên huyện,Số điểm cháy
0,1,Trà Bồng,345
1,2,Ba Tơ,1200
2,3,Nghĩa Hành,263
3,4,Mộ Đức,99
4,5,Tây Trà,193
5,6,Sơn Tây,464
6,7,Sơn Tịnh,166
7,8,Bình Sơn,309
8,9,Đức Phổ,381
9,10,Quảng Ngãi,9
10,11,Tư Nghĩa,101
11,12,Lý sơn,6
12,13,Sơn Hà,1509
13,14,Minh Long,280
