,#,Tháng,Số điểm cháy
0,1,1,23
1,2,2,70
2,3,3,248
3,4,4,228
4,5,5,31
5,6,6,1
6,7,7,7
7,8,8,13
8,9,9,47
9,10,10,35
10,11,11,36
11,12,12,15
