,#,Tên huyện,Số điểm cháy
0,1,Phổ Yên,1
1,2,Phú Lương,1
2,3,Thái Nguyên,2
3,4,Võ Nhai,8
4,5,Đại Từ,1
5,6,Định Hóa,6
6,7,Đồng Hỷ,10
7,8,Phú Bình,1
