,#,Tên huyện,Số điểm cháy
0,1,Nậm Pồ,476
1,2,Tủa Chùa,64
2,3,Điện Biên Đông,615
3,4,TX. Mường Lay,6
4,5,Mường Chà,325
5,6,Tuần Giáo,270
6,7,Điện Biên,739
7,8,Mường Nhé,396
8,9,Điện Biên Ph,3
9,10,Mường ảng,87
