,#,Tên huyện,Số điểm cháy
0,1,Trà Bồng,146
1,2,Ba Tơ,379
2,3,Nghĩa Hành,48
3,4,Mộ Đức,17
4,5,Tây Trà,148
5,6,Sơn Tây,122
6,7,Sơn Tịnh,58
7,8,Bình Sơn,74
8,9,Đức Phổ,156
9,10,Quảng Ngãi,4
10,11,Tư Nghĩa,45
11,12,Lý sơn,1
12,13,Sơn Hà,247
13,14,Minh Long,74
