,#,Tên huyện,Số điểm cháy
0,1,Đức Cơ,44
1,2,Phú Thiện,9
2,3,Ia Grai,59
3,4,Chư Prông,717
4,5,Krông Pa,54
5,6,Đăk Đoa,11
6,7,Kông Chro,35
7,8,Chư Păh,35
8,9,Mang Yang,24
9,10,Đak Pơ,9
10,11,Ia Pa,7
11,12,Chư Sê,7
12,13,TX. AYun Pa,16
13,14,KBang,23
14,15,Chư Pưh,32
