,#,Tháng,Số điểm cháy
0,1,1,3
1,2,2,11
2,3,3,12
3,4,4,31
4,5,5,42
5,6,6,47
6,7,7,9
7,8,8,3
8,9,9,25
9,10,10,27
10,11,11,41
11,12,12,48
