,#,Tên huyện,Số điểm cháy
0,1,Bát Xát,300
1,2,Mường Khương,246
2,3,Lào Cai,19
3,4,Bảo Yên,184
4,5,Văn Bàn,1003
5,6,Bắc Hà,128
6,7,Si Ma Cai,94
7,8,Sa Pa,17
8,9,Bảo Thắng,98
