,#,Tháng,Số điểm cháy
0,1,1,179
1,2,2,883
2,3,3,5761
3,4,4,4207
4,5,5,63
5,6,6,30
6,7,7,46
7,8,8,10
8,9,9,152
9,10,10,116
10,11,11,194
11,12,12,70
