,#,Tên huyện,Số điểm cháy
0,1,Đông Triều,44
1,2,Hòn Nhà Đèn,7
2,3,TX. Quảng Yên,7
3,4,Đầm Hà,14
4,5,Hạ Long,15
5,6,Ba Chẽ,212
6,7,Hải Hà,50
7,8,Cẩm Phả,69
8,9,Uông Bí,51
9,10,Bình Liêu,34
10,11,Vân Đồn,58
11,12,Móng Cái,67
12,13,Tiên Yên,118
13,14,Hoành Bồ,235
