,#,Tên huyện,Số điểm cháy
0,1,Đức Cơ,144
1,2,Ia Grai,152
2,3,Chư Prông,735
3,4,Krông Pa,232
4,5,Đăk Đoa,40
5,6,Kông Chro,453
6,7,Chư Păh,137
7,8,Plei Ku,1
8,9,TX. An Khê,50
9,10,Mang Yang,206
10,11,Đak Pơ,111
11,12,Ia Pa,115
12,13,Chư Sê,78
13,14,TX. AYun Pa,119
14,15,KBang,198
15,16,Chư Pưh,152
16,17,Phú Thiện,195
