,#,Tên huyện,Số điểm cháy
0,1,Phú Ninh,4
1,2,Thăng Bình,1
2,3,Nam Giang,13
3,4,Bắc Trà My,56
4,5,Đông Giang,56
5,6,Nông Sơn,14
6,7,Đại Lộc,27
7,8,Tiên Phước,40
8,9,Nam Trà My,19
9,10,Duy Xuyên,5
10,11,Tây Giang,44
11,12,Quế Sơn,6
12,13,Núi Thành,24
13,14,Phước Sơn,33
14,15,Hiệp Đức,38
