,#,Tên huyện,Số điểm cháy
0,1,Lắk,109
1,2,M'Đrắk,60
2,3,Ea Kar,16
3,4,Cư M'Gar,14
4,5,Ea Súp,231
5,6,Krông Bông,29
6,7,Ea H'Leo,162
7,8,Buôn Đôn,293
8,9,Krông Ana,10
9,10,Buôn Ma Thuột,2
