,#,Tên huyện,Số điểm cháy
0,1,Cam Ranh,158
1,2,Cam Lâm,274
2,3,Nha Trang,121
3,4,TX. Ninh Hòa,871
4,5,Vạn Ninh,253
5,6,Khánh Sơn,807
6,7,Diên Khánh,114
7,8,Khánh Vĩnh,472
