,#,Tháng,Số điểm cháy
0,1,1,251
1,2,2,6088
2,3,3,4751
3,4,4,1516
4,5,5,109
5,6,6,33
6,7,7,79
7,8,8,46
8,9,9,110
9,10,10,148
10,11,11,223
11,12,12,210
