,#,Tên huyện,Số điểm cháy
0,1,Đông Triều,8
1,2,Đầm Hà,6
2,3,Ba Chẽ,92
3,4,Hải Hà,30
4,5,Cẩm Phả,29
5,6,Uông Bí,5
6,7,Bình Liêu,9
7,8,Vân Đồn,7
8,9,Móng Cái,7
9,10,Tiên Yên,30
10,11,Hoành Bồ,57
