,#,Tháng,Số điểm cháy
0,1,2,1
1,2,3,2
2,3,4,13
3,4,5,9
4,5,6,9
5,6,7,6
6,7,8,15
7,8,9,6
8,9,10,7
9,10,11,6
10,11,12,7
