,#,Tên huyện,Số điểm cháy
0,1,Ngân Sơn,10
1,2,Chợ Mới,34
2,3,Pác Nặm,5
3,4,Ba Bể,6
4,5,Chợ Đồn,43
5,6,Na Rì,16
6,7,Bạch Thông,19
7,8,TX. Bắc Kạn,1
