,#,Tên huyện,Số điểm cháy
0,1,Đông Hưng,8
1,2,Kiến Xương,18
2,3,Hưng Hà,7
3,4,Quỳnh Phụ,16
4,5,Thái Thụy,14
5,6,Tiền Hải,17
6,7,Vũ Thư,3
7,8,Thái Bình,63
