,#,Tên huyện,Số điểm cháy
0,1,Phổ Yên,59
1,2,Phú Lương,70
2,3,Thái Nguyên,45
3,4,Sông Công,19
4,5,Võ Nhai,499
5,6,Đại Từ,138
6,7,Định Hóa,230
7,8,Đồng Hỷ,92
8,9,Phú Bình,34
