,#,Tên huyện,Số điểm cháy
0,1,Lương Sơn,2
1,2,Lạc Sơn,13
2,3,Mai Châu,4
3,4,Cao Phong,1
4,5,Yên Thủy,7
5,6,Kim Bôi,2
6,7,Tân Lạc,3
7,8,Lạc Thủy,5
8,9,Hòa Bình,1
9,10,Đà Bắc,14
