,#,Tên huyện,Số điểm cháy
0,1,Đồng Xuân,200
1,2,Tuy An,75
2,3,Sông Hinh,46
3,4,Phú Hòa,65
4,5,Tuy Hòa,17
5,6,Đông Hòa,19
6,7,Tây Hòa,55
7,8,TX. Sông Cầu,219
8,9,Sơn Hòa,201
