,#,Tên huyện,Số điểm cháy
0,1,Hương Khê,115
1,2,Thạch Hà,10
2,3,Hương Sơn,26
3,4,Can Lộc,3
4,5,Kỳ Anh,47
5,6,Vũ Quang,24
6,7,Cẩm Xuyên,9
7,8,TX. Kỳ Anh,3
