,#,Tên huyện,Số điểm cháy
0,1,Phù Cừ,3
1,2,Mỹ Hào,9
2,3,Yên Mỹ,48
3,4,Văn Giang,12
4,5,Ân Thi,37
5,6,Văn Lâm,37
6,7,Khoái Châu,23
