,#,Tên huyện,Số điểm cháy
0,1,Văn Chấn,10
1,2,Lục Yên,8
2,3,Trạm Tấu,1
3,4,Trấn Yên,18
4,5,Mù Cang Chải,18
5,6,Văn Yên,16
6,7,Yên Bình,12
