,#,Tên huyện,Số điểm cháy
0,1,Châu Thành,136
1,2,Chợ Mới,62
2,3,Tịnh Biên,60
3,4,Tri Tôn,122
4,5,TX. Tân Châu,87
5,6,An Phú,53
6,7,Châu Phú,223
7,8,Long Xuyên,7
8,9,Châu Đốc,45
9,10,Phú Tân,168
10,11,Thoại Sơn,130
