,#,Tên huyện,Số điểm cháy
0,1,Tây Ninh,72
1,2,Dương Minh Châu,284
2,3,Bến Cầu,249
3,4,Tân Biên,593
4,5,Tân Châu,809
5,6,Gò Dầu,625
6,7,Hòa Thành,20
7,8,Trảng Bàng,331
8,9,Châu Thành,313
