,#,Tháng,Số điểm cháy
0,1,1,98
1,2,2,201
2,3,3,1272
3,4,4,1494
4,5,5,134
5,6,6,1
6,7,7,2
7,8,8,16
8,9,9,3
9,10,11,3
10,11,12,32
