,#,Tháng,Số điểm cháy
0,1,1,11
1,2,2,62
2,3,3,9
3,4,4,58
4,5,5,76
5,6,6,79
6,7,7,47
7,8,8,33
8,9,9,14
9,10,10,36
10,11,11,19
11,12,12,31
