,#,Tháng,Số điểm cháy
0,1,1,42
1,2,2,250
2,3,3,845
3,4,4,234
4,5,5,32
5,6,6,8
6,7,7,20
7,8,8,5
8,9,9,9
9,10,10,3
10,11,11,76
11,12,12,130
