,#,Tên huyện,Số điểm cháy
0,1,Hàm Tân,16
1,2,Phan Thiết,4
2,3,Bắc Bình,45
3,4,Hàm Thuận Bắc,8
4,5,Hàm Thuận Nam,27
5,6,Tánh Linh,17
6,7,Tuy Phong,9
