,#,Tháng,Số điểm cháy
0,1,1,34
1,2,2,28
2,3,3,126
3,4,4,124
4,5,5,222
5,6,6,176
6,7,7,2
7,8,8,2
8,9,9,6
9,10,10,3
10,11,11,11
11,12,12,16
