,#,Tên huyện,Số điểm cháy
0,1,Phong Điền,8
1,2,A Lưới,15
2,3,TX. Hương Thủy,11
3,4,Hương Trà,20
4,5,Nam Đông,11
5,6,Phú Lộc,19
6,7,Phú Vang,1
