,#,Tháng,Số điểm cháy
0,1,1,1
1,2,2,1
2,3,3,74
3,4,4,44
4,5,5,4
5,6,6,14
6,7,7,17
7,8,8,2
8,9,9,7
9,10,10,4
10,11,11,1
