,#,Tháng,Số điểm cháy
0,1,1,45
1,2,2,2097
2,3,3,2480
3,4,4,2036
4,5,5,546
5,6,6,375
6,7,7,215
7,8,8,166
8,9,9,185
9,10,10,285
10,11,11,41
11,12,12,73
