,#,Tên huyện,Số điểm cháy
0,1,Phong Điền,14
1,2,A Lưới,15
2,3,TX. Hương Thủy,28
3,4,Hương Trà,39
4,5,Nam Đông,13
5,6,Phú Lộc,10
