,#,Tên huyện,Số điểm cháy
0,1,Quỳ Châu,30
1,2,Tương Dương,73
2,3,Nghĩa Đàn,4
3,4,Tân Kỳ,6
4,5,Nghi Lộc,3
5,6,Quế Phong,76
6,7,Kỳ Sơn,160
7,8,Anh Sơn,3
8,9,Quỳnh Lưu,1
9,10,Con Cuông,5
10,11,Quỳ Hợp,11
11,12,Thanh Chương,9
12,13,Yên Thành,3
