,#,Tên huyện,Số điểm cháy
0,1,Ngân Sơn,252
1,2,Chợ Mới,366
2,3,Ba Bể,76
3,4,Na Rì,141
4,5,Chợ Đồn,118
5,6,Pác Nặm,75
6,7,Bạch Thông,60
7,8,TX. Bắc Kạn,29
