,#,Tên huyện,Số điểm cháy
0,1,Cao Bằng,6
1,2,Nguyên Bình,220
2,3,Hòa An,70
3,4,Bảo Lâm,671
4,5,Hà Quảng,12
5,6,Hạ Lang,14
6,7,Trà Lĩnh,6
7,8,Quảng Uyên,6
8,9,Thạch An,325
9,10,Bảo Lạc,493
10,11,Thông Nông,36
11,12,Trùng Khánh,39
12,13,Phục Hòa,21
