,#,Tên huyện,Số điểm cháy
0,1,Thuận Châu,3889
1,2,Yên Châu,1243
2,3,Sông Mã,5638
3,4,Quỳnh Nhai,2298
4,5,Mường La,5532
5,6,Phù Yên,738
6,7,Mai Sơn,5622
7,8,Sốp Cộp,13410
8,9,Sơn La,1001
9,10,Bắc Yên,1877
10,11,Vân Hồ,488
11,12,Mộc Châu,966
