,#,Tên huyện,Số điểm cháy
0,1,Q. Liên Chiểu,8
1,2,Q. Hải Châu,1
2,3,Q. Cẩm Lệ,3
3,4,Q. Sơn Trà,2
4,5,Hòa Vang,55
