,#,Tên huyện,Số điểm cháy
0,1,Lạc Dương,1685
1,2,Bảo Lộc,24
2,3,Cát Tiên,71
3,4,Đức Trọng,1155
4,5,Di Linh,1305
5,6,Đam Rông,2631
6,7,Đạ Tẻh,599
7,8,Bảo Lâm,567
8,9,Đạ Huoai,93
9,10,Lâm Hà,831
10,11,Đơn Dương,784
11,12,Đà Lạt,402
