,#,Tên huyện,Số điểm cháy
0,1,TX. Hồng Lĩnh,1
1,2,Hương Khê,306
2,3,Lộc Hà,17
3,4,Thạch Hà,94
4,5,Hà Tĩnh,8
5,6,Hương Sơn,310
6,7,Nghi Xuân,18
7,8,Đức Thọ,67
8,9,Can Lộc,24
9,10,Kỳ Anh,1336
10,11,Vũ Quang,119
11,12,Cẩm Xuyên,270
12,13,TX. Kỳ Anh,601
