,#,Tháng,Số điểm cháy
0,1,1,23
1,2,2,195
2,3,3,539
3,4,4,549
4,5,5,90
5,6,6,22
6,7,7,15
7,8,8,76
8,9,9,119
9,10,10,91
10,11,11,60
11,12,12,20
