,#,Tên huyện,Số điểm cháy
0,1,Ý Yên,11
1,2,Vụ Bản,12
2,3,Nam Định,6
3,4,Vườn Quốc Gia Xuân Thu,1
4,5,Nghĩa Hưng,1
5,6,Xuân Trường,1
6,7,Hải Hậu,4
7,8,Trực Ninh,3
8,9,Giao Thủy,5
