,#,Tháng,Số điểm cháy
0,1,1,16
1,2,2,1019
2,3,3,1396
3,4,4,1265
4,5,5,470
5,6,6,151
6,7,7,143
7,8,8,123
8,9,9,389
9,10,10,189
10,11,11,127
11,12,12,37
