,#,Tháng,Số điểm cháy
0,1,1,4
1,2,2,6
2,3,3,16
3,4,4,42
4,5,5,14
5,6,6,12
6,7,7,4
7,8,8,4
8,9,9,17
9,10,10,17
10,11,11,5
11,12,12,5
