,#,Tên huyện,Số điểm cháy
0,1,Thanh Bình,292
1,2,Châu Thành,86
2,3,Tam Nông,427
3,4,Tân Hồng,511
4,5,Sa Đéc,2
5,6,Hồng Ngự,116
6,7,Lấp Vò,139
7,8,Cao Lãnh,16
8,9,Tháp Mười,535
9,10,Lai Vung,64
10,11,TX. Hồng Ngự,199
11,12,Cao Lãnh,528
