,#,Tên huyện,Số điểm cháy
0,1,Châu Thành,1958
1,2,Chợ Mới,365
2,3,Tịnh Biên,1375
3,4,TX. Tân Châu,431
4,5,Tri Tôn,2187
5,6,An Phú,865
6,7,Châu Phú,2703
7,8,Long Xuyên,392
8,9,Châu Đốc,424
9,10,Phú Tân,1564
10,11,Thoại Sơn,1480
