,#,Tên huyện,Số điểm cháy
0,1,Lương Sơn,6
1,2,Kỳ Sơn,3
2,3,Lạc Sơn,10
3,4,Mai Châu,7
4,5,Cao Phong,1
5,6,Yên Thủy,5
6,7,Lạc Thủy,8
7,8,Kim Bôi,18
8,9,Tân Lạc,6
9,10,Hòa Bình,1
10,11,Đà Bắc,13
