,#,Tên huyện,Số điểm cháy
0,1,Kim Động,1
1,2,Mỹ Hào,11
2,3,Yên Mỹ,9
3,4,Văn Giang,2
4,5,Văn Lâm,17
5,6,Khoái Châu,1
