,#,Tên huyện,Số điểm cháy
0,1,Trà Bồng,654
1,2,Ba Tơ,2664
2,3,Nghĩa Hành,194
3,4,Mộ Đức,71
4,5,Tây Trà,297
5,6,Sơn Tây,866
6,7,Sơn Tịnh,209
7,8,Bình Sơn,403
8,9,Đức Phổ,334
9,10,Quảng Ngãi,17
10,11,Tư Nghĩa,152
11,12,Sơn Hà,2260
12,13,Minh Long,423
