,#,Tháng,Số điểm cháy
0,1,1,2
1,2,2,19
2,3,3,28
3,4,4,23
4,5,5,69
5,6,6,65
6,7,7,9
7,8,8,20
8,9,9,11
9,10,10,17
10,11,11,1
11,12,12,3
