,#,Tháng,Số điểm cháy
0,1,1,71
1,2,2,283
2,3,3,656
3,4,4,1353
4,5,5,74
5,6,6,16
6,7,7,29
7,8,8,36
8,9,9,10
9,10,10,20
10,11,11,8
11,12,12,19
