,#,Tháng,Số điểm cháy
0,1,1,350
1,2,2,161
2,3,3,126
3,4,4,149
4,5,5,19
5,6,6,17
6,7,7,14
7,8,8,3
8,9,9,11
9,10,10,1
10,11,11,1
11,12,12,83
