,#,Tên huyện,Số điểm cháy
0,1,Ý Yên,15
1,2,Vụ Bản,12
2,3,Nam Định,13
3,4,Vườn Quốc Gia Xuân Thu,6
4,5,Nghĩa Hưng,6
5,6,Xuân Trường,4
6,7,Hải Hậu,6
7,8,Mỹ Lộc,3
8,9,Trực Ninh,8
9,10,Nam Trực,4
10,11,Giao Thủy,7
