,#,Tên huyện,Số điểm cháy
0,1,Thuận Châu,95
1,2,Yên Châu,38
2,3,Sông Mã,104
3,4,Quỳnh Nhai,122
4,5,Mường La,107
5,6,Phù Yên,27
6,7,Mai Sơn,64
7,8,Sốp Cộp,380
8,9,Sơn La,23
9,10,Bắc Yên,38
10,11,Vân Hồ,33
11,12,Mộc Châu,24
