,#,Tháng,Số điểm cháy
0,1,1,2
1,2,2,7
2,3,3,16
3,4,4,56
4,5,5,57
5,6,6,37
6,7,7,38
7,8,8,14
8,9,9,14
9,10,10,7
10,11,11,5
11,12,12,2
