,#,Tên huyện,Số điểm cháy
0,1,Phổ Yên,2
1,2,Phú Lương,13
2,3,Sông Công,2
3,4,Võ Nhai,100
4,5,Đại Từ,6
5,6,Định Hóa,44
6,7,Đồng Hỷ,27
