,#,Tên huyện,Số điểm cháy
0,1,Chợ Mới,23
1,2,Ngân Sơn,10
2,3,Chợ Đồn,39
3,4,Na Rì,18
4,5,Pác Nặm,3
5,6,Ba Bể,14
6,7,Bạch Thông,5
7,8,TX. Bắc Kạn,1
