,#,Tháng,Số điểm cháy
0,1,1,3
1,2,2,10
2,3,3,42
3,4,4,36
4,5,5,16
5,6,6,7
6,7,7,5
7,8,8,14
8,9,9,7
9,10,10,3
10,11,11,2
