,#,Tên huyện,Số điểm cháy
0,1,Vĩnh Thuận,24
1,2,Phú Quốc,21
2,3,TX. Hà Tiên,7
3,4,Rạch Giá,10
4,5,Giang Thành,241
5,6,Châu Thành,40
6,7,Kiên Lương,149
7,8,Gò Quao,49
8,9,Tân Hiệp,351
9,10,Hòn Đất,283
10,11,U Minh Thượng,15
11,12,An Minh,1
12,13,Giồng Riềng,341
13,14,An Biên,121
