,#,Tên huyện,Số điểm cháy
0,1,Đắk Glei,74
1,2,Kon Rẫy,69
2,3,Ia H' Drai,1290
3,4,Kon Plông,23
4,5,Đắk Hà,81
5,6,Sa Thầy,96
6,7,Ngọc Hồi,81
7,8,Đắk Tô,31
8,9,Tu Mơ Rông,122
9,10,Kon Tum,6
