,#,Tên huyện,Số điểm cháy
0,1,Phổ Yên,11
1,2,Phú Lương,7
2,3,Thái Nguyên,7
3,4,Sông Công,5
4,5,Võ Nhai,60
5,6,Đại Từ,4
6,7,Định Hóa,32
7,8,Đồng Hỷ,13
